customer_city,delivery_delay,geolocation_lat,geolocation_lng,seller_city,seller_state,price
Ipubi,-12.666666666666666,-7.646489122464864,-40.153705500829545,,,
Ipueira,4.0,-6.815904085880835,-37.19881332377273,,,
Ipueiras,-18.333333333333332,-4.544016069133457,-40.71318214968221,,,
Ipuiuna,8.0,-21.934313385009407,-46.126336868400706,,,
Ipumirim,-11.0,-27.075158606617634,-52.13643530495022,,,
Ipupiara,-13.0,-11.819542737158482,-42.61678622451369,,,
Iracema,9.0,-5.8123921431106025,-38.313038697789864,,,
Iracemapolis,-13.666666666666666,-22.586481992627174,-47.5143276232728,,,
Irai,-10.5,-27.195093413476297,-53.25528465928715,,,
Irai De Minas,-24.5,-18.98622987466957,-47.46278945892323,,,
Iramaia,-11.0,-13.2937085863723,-40.957560340136084,,,
Irani,-12.5,-27.024310547435306,-51.895951745345286,,,
Irape,-7.5,-23.057468972045886,-49.731572620739236,,,
Irapua,-14.25,-21.279388401875313,-49.40913063937496,,,
Irapuru,-11.166666666666666,-21.567825393362526,-51.351517497064755,,,
Iraquara,-12.6,-12.248284806647826,-41.60517908384389,,,
Irara,-12.0,-12.044582403361114,-38.76597164969646,,,
Iraucuba,-23.5,-3.7357818583649247,-39.786741972902966,,,
Iretama,-2.0,-24.40895635252362,-52.10056846396219,,,
Irineopolis,-13.75,-26.243970082780717,-50.79713003792217,,,
Irupi,-13.0,-20.34558079801918,-41.64103293460144,,,
Isaias Coelho,-7.0,-7.738716462808591,-41.678923808779025,,,
Ita,-17.666666666666668,-27.2698347555371,-52.33928338357085,,,
Itaara,1.0,-29.594889398612807,-53.77118646890408,,,
Itabaiana,-11.947521865889213,-10.686492477371129,-37.42770030695917,,,
Itabaianinha,-3.0,-11.274805025431899,-37.79079538097516,,,
Itabatan,-10.0,-14.767868686972278,-39.27809834669399,,,
Itabela,-8.75,-16.576951006737886,-39.559278108047735,,,
Itabera,-9.571428571428571,-23.865546450638586,-49.14108905508821,,,
Itaberaba,-12.88888888888889,-12.526602652014493,-40.30632930700573,,,
Itaberai,-12.5,-16.02290851734707,-49.80046962167269,,,
Itabirinha,-13.0,-18.564602136058358,-41.23609595539015,,,
Itabirito,-15.107142857142858,-20.25228171454984,-43.800499690273384,,,
Itabuna,-11.123423248593053,-14.791896233646764,-39.27456993170419,,,
Itacarambi,-15.666666666666666,-15.09719792892863,-44.099828036369786,,,
Itacare,-0.2857142857142857,-14.279705211738847,-38.99378895863365,,,
Itacoatiara,1.0,-3.1317886291397716,-58.431686830492836,,,
Itacurussa,,-22.875964115125615,-43.83793867127654,,,
Itagi,-11.5,-14.163787859923332,-40.00550315399259,,,
Itagiba,-2.0,-14.270191771598258,-39.84007985377376,,,
Itagimirim,-10.0,-16.088493171783192,-39.61459907908467,,,
Itaguacu,-11.502222222222223,-19.715712451009992,-41.17103866731328,,,
Itaguacu Da Bahia,-8.0,-11.009287926007138,-42.398968396755905,,,
Itaguai,-12.942475603492552,-22.871186355451687,-43.782068284389226,,,
Itaguaje,-11.0,-22.617651982233244,-51.96734042787133,,,
Itaguara,-11.5,-20.38160026722361,-44.44218380126647,,,
Itaguari,-12.0,-15.920650920587102,-49.60473019195852,,,
Itaguaru,-14.0,-15.76226852474854,-49.633344935621224,,,
Itai,-14.9,-23.41845685230376,-49.091304005809924,,,
Itaicaba,-13.0,-4.687416485761231,-37.831472754616385,,,
Itaiopolis,-10.375,-26.34428839057246,-49.90819542173568,,,
Itaipava,-13.5,-20.897616133676518,-40.78014854867353,,,
Itaitinga,-19.0,-3.953589853191995,-38.522839939689966,,,
Itaituba,-8.666666666666666,-4.264816847961378,-55.98643855133025,,,
Itaja,-15.333333333333334,-19.06542732287626,-51.54915947595723,,,
Itaju,-8.666666666666666,-21.98203130427444,-48.80522694200688,,,
Itaju Do Colonia,-8.0,-15.150717043705992,-39.68290974393466,,,
Itajuba,-14.893229166666666,-22.42483863062849,-45.45444818013457,,,
Itajuipe,-15.333333333333334,-14.674967521755457,-39.37679579116501,,,
Italva,-12.666666666666666,-21.423871413902447,-41.69230376211722,,,
Itamaraju,-12.363636363636363,-17.037479581323236,-39.533480392230885,,,
Itamarandiba,-21.625,-17.86067538115402,-42.86223295501873,,,
Itamari,-6.666666666666667,-13.779466037474126,-39.68475227705345,,,
Itambacuri,-16.5,-18.038445080462022,-41.68327317684285,,,
Itambaraca,-16.0,-23.01777962126793,-50.40653549617887,,,
Itambe,-9.883435582822086,-11.646292132479315,-38.55445012422897,,,
Itamira,-33.5,-13.4688355351923,-39.240259895855324,,,
Itamogi,-14.5,-20.827122080867515,-46.78507393836959,,,
Itamonte,-12.0,-22.284127793923044,-44.86774020017707,,,
Itanhaem,-12.04054054054054,-24.182428061066485,-46.80217225634122,,,
Itanhandu,-13.923076923076923,-22.296845566723324,-44.936713176880104,,,
Itanhanga,-10.0,-12.230062445346181,-56.64909453509514,,,
Itanhem,-8.0,-17.155949216644846,-40.330721703777975,,,
Itanhomi,-13.0,-19.170879613991996,-41.86211381180753,,,
Itaobim,-13.666666666666666,-16.560231919279538,-41.50315981107347,,,
Itaoca,-1.0,-23.43556505102314,-46.46811239594956,,,
Itaocara,-13.5625,-21.67829351835154,-42.08510891207472,,,
Itapaci,-11.666666666666666,-14.95786192333971,-49.54893101376254,,,
Itapage,-21.0,-3.68727360287938,-39.5832783760235,,,
Itapagipe,-15.0,-19.900800585847936,-49.36873038231208,,,
Itapaje,-12.5,-3.6872736028793804,-39.5832783760235,,,
Itaparica,-29.0,-12.899495748720765,-38.66820815389293,,,
Itape,-12.0,-14.895676991964441,-39.42531918821103,,,
Itapecerica,-17.153846153846153,-20.46928731418374,-45.123459432743445,,,
Itapecuru Mirim,-22.75,-3.3914198031628553,-44.364101450486885,,,
Itapejara D'Oeste,-13.0,-25.964884095402507,-52.82102039726794,,,
Itapemirim,-8.5,-20.94873376083929,-40.806594389881404,,,
Itaperucu,-12.5,-25.215854750408994,-49.34995888026148,,,
Itaperuna,-8.304347826086957,-21.20329463101819,-41.89386496737989,,,
Itapetim,-11.5,-7.378953208905777,-37.19073248269511,,,
Itapetinga,-16.11111111111111,-15.250539108521686,-40.24438092671542,,,
Itapicuru,-2.5,-11.310017158393821,-38.21960476956627,,,
Itapipoca,-8.5,-3.4987021534018132,-39.580414406044426,,,
Itapira,-10.950131862862623,-22.434858829174424,-46.821862119315306,,,
Itapiranga,-12.909090909090908,-27.171631149537667,-53.71517902085654,,,
Itapirapua,-14.0,-15.817978142223572,-50.618932359298206,,,
Itapirapua Paulista,-13.5,-24.566833428434975,-49.177315119750595,,,
Itapissuma,-12.666666666666666,-7.775339959982692,-34.89749776816105,,,
Itapitanga,-14.333333333333334,-14.42970514868115,-39.56446410152972,,,
Itapiuna,-21.5,-4.561922511287947,-38.920738884758535,,,
Itapoa,-9.11111111111111,-26.07925097556868,-48.60997110560371,,,
Itapolis,-11.892857142857142,-21.594103987229538,-48.810961818308016,,,
Itapora,-19.666666666666668,-22.07549803402619,-54.787758244936555,,,
Itaporanga D'Ajuda,20.0,-11.012310874864836,-37.32024797202018,,,
Itapura,-14.833333333333334,-20.642940852244564,-51.50728175666696,,,
Itapuranga,-17.666666666666668,-15.560778294974844,-49.94756067745026,,,
Itaqui,-14.222222222222221,-29.13318019944458,-56.551558561516686,,,
Itaquirai,2.0,-23.473273187555122,-54.178413612428464,,,
Itaquitinga,-15.0,-7.665711359267675,-35.10237606703328,,,
Itarana,-9.666666666666666,-19.876439038901783,-40.874579158192724,,,
Itarantim,-16.333333333333332,-15.654611953177982,-40.06355502210745,,,
Itarare,-13.928571428571429,-24.111325622522493,-49.33131178812127,,,
Itarema,-13.0,-2.928615386311611,-39.909750932881934,,,
Itariri,-8.333333333333334,-24.291404451121203,-47.161953275844624,,,
Itatiaia,-8.0,-22.481022698860155,-44.558064255039305,,,
Itatiaiucu,1.5,-20.19929377122579,-44.42692141852904,,,
Itatiba Do Sul,-13.0,-27.38316127301536,-52.45662643703321,,,
Itatim,-17.0,-12.710002606496975,-39.698028301404115,,,
Itatinga,-15.75,-23.103098149218983,-48.614336051516226,,,
Itau,-13.0,-5.841132493529987,-37.992983195600985,,,
Itauba,-14.0,-11.007982433088756,-55.24347242460768,,,
Itaueira,-19.0,-7.600756546058954,-43.026270838801764,,,
Itinga,-13.333333333333334,-16.607071085732688,-41.77116485733678,,,
Itiquira,-19.0,-17.20584411495066,-54.14593314010621,,,
Itirucu,-10.0,-13.533099424648285,-40.15124816959096,,,
Itiuba,-12.0,-10.692589265125106,-39.853130709287136,,,
Itobi,-15.428571428571429,-21.732723820869914,-46.97241843609329,,,
Itororo,-12.5,-15.109115758536703,-40.0669165214288,,,
Ituacu,-15.666666666666666,-13.815427909648742,-41.29873946587155,,,
Itubera,-21.666666666666668,-13.734940832085844,-39.14682225145262,,,
Itueta,-13.5,-19.397316647707953,-41.22664583436966,,,
Ituiutaba,-12.736638677862189,-18.976380978298444,-49.4643975832344,,,
Itumbiara,-15.351293103448276,-18.414196558810374,-49.21928854190771,,,
Itupeva,-10.785714285714286,-23.157020895418423,-47.05503238276122,,,
Itupiranga,-16.0,-5.135028530713421,-49.35839663334696,,,
Ituporanga,-12.933333333333334,-27.417855303300676,-49.59893604697447,,,
Iturama,-9.142857142857142,-19.729620089796292,-50.19943219902886,,,
Itutinga,-19.0,-21.29784358658893,-44.65771190334891,,,
Ituverava,-13.25,-20.331452764980646,-47.78901983466584,,,
Iuna,-1.0,-20.349163428125756,-41.533793169352485,,,
Ivai,-10.0,-25.0075384372361,-50.85546619382827,,,
Ivaipora,-16.428571428571427,-24.246736224785945,-51.670656383562566,,,
Ivate,-12.333333333333334,-23.407307133360764,-53.37058577916367,,,
Ivinhema,-19.333333333333332,-22.305739927063712,-53.82443209985904,,,
Ivora,-13.0,-29.520498712729548,-53.5778998785527,,,
Jaboatao Dos Guararapes,-14.787920860812218,-8.16576443004905,-34.93987384047583,,,
Jabora,-8.0,-27.172846296816076,-51.73584951235204,,,
Jaborandi,-8.666666666666666,-20.69048089119931,-48.414369593596376,,,
Jaboti,-16.0,-23.74258740976815,-50.073431237495164,,,
Jaboticatubas,-13.0,-19.504290005794243,-43.769903858674205,,,
Jacaraci,-7.25,-14.842836631044792,-42.42402556408955,,,
Jacarau,,-6.612886051436588,-35.29193599540519,,,
Jacare,-17.5,-23.28216935517575,-46.3031794246422,,,
Jacareacanga,13.0,-6.221586289602456,-57.75989059534457,,,
Jacarezinho,-15.3125,-23.158310543111,-49.97589883972992,,,
Jacigua,3.0,-20.706822352054118,-41.01712786426433,,,
Jacinto,-9.5,-16.157243217287082,-40.294448459345695,,,
Jacinto Machado,-13.0,-28.998236327827108,-49.761058437941706,,,
Jacobina,-15.956521739130435,-11.186623499612486,-40.50847412866848,,,
Jacui,-17.5,-21.018507328487207,-46.74327987744439,,,
Jacuizinho,4.0,-29.036956342619277,-53.038492981072,,,
Jacunda,-22.833333333333332,-4.450626103818663,-49.11553807242154,,,
Jacupiranga,-14.0,-24.701660201999708,-48.00488636368219,,,
Jaguapita,,-23.113770222108034,-51.53375148579581,,,
Jaguaquara,-2.5,-13.529339631549892,-39.97577754633444,,,
Jaguaracu,-17.0,-19.62192907146405,-42.73997046163351,,,
Jaguarao,-15.625,-32.56107331869628,-53.378161005488266,,,
Jaguare,-14.153846153846153,-18.908985987034516,-40.07401155551186,,,
Jaguari,-16.333333333333332,-29.495763044615003,-54.68607263186921,,,
Jaguariaiva,-16.176470588235293,-24.257636428754324,-49.71626902035279,,,
Jaguaribara,-14.0,-5.455589582541656,-38.46247635948483,,,
Jaguaribe,-16.4,-5.898791722741728,-38.63573066379424,,,
Jaguaruana,-14.25,-4.841841629844858,-37.7811089973846,,,
Jaiba,-15.0,-15.342217588363509,-43.672213725792204,,,
Jamaica,-8.0,-24.228585747957283,-46.883412703037685,,,
Jamapara,-23.0,-22.208041437120798,-42.847116560837925,,,
Jampruca,-17.0,-18.477381116904393,-41.78546634959449,,,
Jandaia,-14.0,-17.063606677145113,-50.15328008898007,,,
Jandaia Do Sul,-11.875,-23.602640172477905,-51.64462895045748,,,
Jandaira,-17.8,-10.322491311640311,-37.45185418207608,,,
Jandira,-11.922173024523161,-23.542777296011966,-46.90487104988467,,,
Janduis,2.0,-6.017941877276997,-37.40706888387473,,,
Janiopolis,-22.666666666666668,-24.137654185687932,-52.783200444253055,,,
Januaria,-10.590909090909092,-15.483003568217105,-44.375237583981814,,,
Japaraiba,-7.0,-20.1404995574954,-45.506276633406564,,,
Japaratuba,-10.0,-10.591401022142428,-36.94273691848698,,,
Japeri,-11.472972972972974,-22.660609382855178,-43.63473261701284,,,
Japi,9.0,-6.466574062489451,-35.94618002002062,,,
Japoata,-41.0,-10.349695437594994,-36.8049329594188,,,
Japuiba,-10.0,-22.563909449530172,-42.695343190467526,,,
Japura,-19.2,-23.471936210301262,-52.55552269435194,,,
Jaqueira,-18.333333333333332,-8.729323034261816,-35.79625525527233,,,
Jaquirana,-7.0,-28.883868504785404,-50.35770961102709,,,
Jaraguari,-13.5,-20.100640095297784,-54.435533207188456,,,
Jardim,-17.176470588235293,-19.845832476088926,-54.16379046710447,,,
Jardim Abc De Goias,-26.0,-21.46782908813674,-56.171869203037616,,,
Jardim Alegre,-16.0,-24.17983868065606,-51.68965450873854,,,
Jardim De Piranhas,-26.0,-6.3793154841012445,-37.349626242407695,,,
Jardim Do Serido,-20.0,-6.587605704618117,-36.7743522302289,,,
Jardim Olinda,-22.0,-22.55257661345575,-52.037545966940456,,,
Jardinopolis,-13.0,-21.0251877279165,-47.77322291773507,,,
Jari,-19.5,-29.289831030253584,-54.219464344726916,,,
Jaru,-24.38653366583541,-10.437348342156913,-62.473941843936935,,,
Jatai,-14.181071049840932,-17.88391856036486,-51.721806540546055,,,
Jatauba,-1.5,-7.987393662317679,-36.496402368672854,,,
Jatoba,-15.584415584415584,-9.013189428420855,-38.54950453651932,,,
Jaupaci,-16.0,-16.18353920367387,-50.95324986097566,,,
Jauru,-11.6,-15.339354968920594,-58.87244097599598,,,
Jeceaba,-12.166666666666666,-20.537685991993925,-43.9830928377482,,,
Jenipapo De Minas,-19.0,-17.086065674681777,-42.25528074116345,,,
Jequeri,3.0,-20.458000956865988,-42.65883373196586,,,
Jequia Da Praia,-15.0,-13.968997360514717,-39.19323994249441,,,
Jequie,-9.929208180388043,-13.86159810475581,-40.08248012600921,,,
Jequitai,-13.0,-17.228786404946344,-44.4325203984316,,,
Jequitiba,-15.0,-19.23194274061155,-44.023609650860564,,,
Jequitinhonha,-11.818181818181818,-16.44010195995444,-41.00902569240022,,,
Jeremoabo,-6.833333333333333,-9.948403273356131,-38.686494350264184,,,
Jerico,-18.0,-6.553129279184607,-37.8057202178639,,,
Jeriquara,-15.0,-20.308609289158333,-47.59108239695824,,,
Jeronimo Monteiro,-11.5,-20.79148343155071,-41.39192741332046,,,
Jesuania,-7.2,-22.001297511452034,-45.288274984535,,,
Jesuitas,-14.5,-24.384577017751482,-53.38824169132894,,,
Jesupolis,-21.5,-15.95509837356633,-49.38438760792232,,,
Ji-Parana,-21.75913396481732,-10.879264323856358,-61.948495610043686,,,
Jijoca De Jericoacoara,-23.25,-2.872936296221876,-40.4706731472009,,,
Jiquirica,14.0,-13.256750865853416,-39.57196328666318,,,
Joacaba,-8.5,-27.172012671658173,-51.509684741408726,,,
Joaima,-10.0,-16.66855953377749,-41.02607069367885,,,
Joanopolis,-17.333333333333332,-22.93096255760269,-46.27514601529269,,,
Joao Alfredo,-16.0,-7.857285701367845,-35.5929974810958,,,
Joao Camara,-12.5,-5.539236648040183,-35.817717379576536,,,
Joao Dourado,-14.0,-11.347071895025096,-41.66093211661703,,,
Joao Lisboa,-14.6,-5.4470098912655,-47.404762243692176,,,
Joao Neiva,-16.375,-19.751471505924567,-40.38713163072451,,,
Joao Ramalho,-13.333333333333334,-22.24959138994434,-50.76825485002734,,,
Joaquim Nabuco,-8.0,-8.624641619611896,-35.52575793502611,,,
Joaquim Pires,-8.0,-3.505859167072549,-42.178031059879274,,,
Joaquim Tavora,-13.333333333333334,-23.500095961033555,-49.922072286439054,,,
Jordania,-13.4,-15.895844990486795,-40.18654034041332,,,
Jose Boiteux,-6.0,-26.953253920250486,-49.62920801654089,,,
Jose Bonifacio,-11.5,-21.057516900223238,-49.689422731375565,,,
Jose Da Penha,-11.0,-6.3187106802379756,-38.28499158340487,,,
Jose De Freitas,-14.666666666666666,-4.75585045147655,-42.57565482780717,,,
Joselandia,13.0,-4.981966359529619,-44.69951660843545,,,
Joviania,-12.2,-17.805713013337996,-49.62165629586087,,,
Juara,-15.0,-11.233738753302001,-57.51830401101639,,,
Juatuba,-12.5,-19.959620864836914,-44.337954338305366,,,
Juazeiro,-7.428454953118631,-9.420800739743457,-40.50010644609756,,,
Juazeiro Do Norte,-12.40162980209546,-7.2167999732549255,-39.314632367975314,,,
Jucas,6.0,-6.522041472264161,-39.524344660950156,,,
Jucurucu,-32.5,-16.840940972515615,-40.1420633329578,,,
Jucurutu,-17.0,-6.038812904739098,-37.022057526982294,,,
Juina,-15.647058823529411,-11.421250237497794,-58.77394728625008,,,
Julio De Castilhos,-13.4,-29.23012195097902,-53.67890514445801,,,
Julio Mesquita,-11.5,-22.01089936399945,-49.78994999270882,,,
Jumirim,-14.0,-23.083056933094987,-47.79247936405744,,,
Junco Do Serido,-21.0,-6.994437727527543,-36.71347392610991,,,
Jundiai Do Sul,-13.333333333333334,-23.437681866979823,-50.24763272615296,,,
Junqueiro,-19.5,-9.888675029135362,-36.46836013110915,,,
Junqueiropolis,-11.0,-21.51184685408701,-51.43553684389454,,,
Jupi,-20.0,-8.711931102286952,-36.4164675244086,,,
Juquia,-13.777777777777779,-24.316560734094143,-47.63477998910601,,,
Juquitiba,-14.523809523809524,-23.941356635486777,-47.071426884859676,,,
Juranda,-1.0,-24.418527499879367,-52.847072516745065,,,
Jurema,-19.0,-12.812998373308554,-38.731669333692956,,,
Juripiranga,-14.0,-7.373340132679288,-35.23853209938073,,,
Juru,-17.0,-7.536820678194345,-37.81853494338959,,,
Juruaia,-13.0,-21.25301286516249,-46.57890691216985,,,
Juruena,-19.333333333333332,-10.329426699293048,-58.497013850311944,,,
Juruti,-60.0,-2.160346830989862,-56.08420586984958,,,
Juscimeira,-13.0,-16.05347960206446,-54.88816484226562,,,
Jussari,-21.5,-14.597055748289412,-39.84782718071237,,,
Jussiape,-28.0,-13.51557450573152,-41.59306719942143,,,
Juti,-17.5,-22.859877857573203,-54.60454987945093,,,
Juvenilia,-18.0,-14.301322189047644,-44.16866146077561,,,
Kalore,-18.5,-23.829551758004246,-51.673146659620464,,,
Ladainha,-17.5,-17.630622391121253,-41.74427493021115,,,
Ladario,-13.0,-19.009086976285705,-57.60407450566047,,,
Lagarto,6.2727272727272725,-10.915875930865413,-37.67162734041555,,,
Lago Da Pedra,-10.0,-4.565113413635814,-45.129454927758125,,,
Lago Verde,-12.0,-4.042075045671999,-44.93628718835082,,,
Lagoa,7.0,-6.5904930396973835,-37.91558188547208,,,
Lagoa D'Anta,-7.0,-6.390625125871321,-35.59786898939086,,,
Lagoa Da Canoa,16.0,-9.828240238626524,-36.74064941237264,,,
Lagoa Da Confusao,-7.4,-10.797271700752187,-49.62954022922214,,,
Lagoa De Sao Francisco,-21.0,-4.392026961078054,-41.59335864969289,,,
Lagoa De Velhos,-15.0,-6.000320081801697,-35.869540046256034,,,
Lagoa Do Carro,-16.5,-7.84297494761647,-35.310573487374334,,,
Lagoa Do Mato,-6.0,-4.2386007227785445,-39.06652089566502,,,
Lagoa Do Ouro,-13.5,-9.124885317116957,-36.45920715548076,,,
Lagoa Do Piaui,-9.0,-5.409658556365997,-42.64681246377987,,,
Lagoa Dos Gatos,-30.666666666666668,-8.65710252443248,-35.903278289882294,,,
Lagoa Dos Patos,-11.0,-16.985899346747413,-44.589809914457916,,,
Lagoa Dos Tres Cantos,-20.0,-28.56790608644714,-52.85564867266989,,,
Lagoa Dourada,-11.2,-20.918837088045514,-44.06839073133941,,,
Lagoa Formosa,-13.857142857142858,-18.776048721480215,-46.40376005256034,,,
Lagoa Grande,-16.381147540983605,-14.795988686765195,-44.36539969617051,,,
Lagoa Nova,-17.0,-6.095565403569759,-36.46834175936917,,,
Lagoa Real,-4.0,-14.036183094242967,-42.14169897295571,,,
Lagoa Salgada,0.0,-6.122106000000002,-35.475278930623794,,,
Lagoa Vermelha,-15.785714285714286,-28.212177891124348,-51.524458322344515,,,
Lagoao,-26.0,-29.2257411443804,-52.77518245313821,,,
Lagoinha,-12.333333333333334,-23.088728617085085,-45.19065349137051,,,
Lagoinha Do Piaui,-12.0,-5.83736152435818,-42.6280274290776,,,
Laje Do Muriae,-20.0,-21.2108929815207,-42.1185407791096,,,
Lajeado Grande,-7.0,-26.85762444633593,-52.56748084406709,,,
Lajedo,-21.166666666666668,-8.661407364671867,-36.3227529949201,,,
Lajinha,-8.333333333333334,-20.147113089318264,-41.61620661362985,,,
Lamarao,-20.0,-11.795649902432892,-38.88365094145973,,,
Lamim,0.0,-20.7880292437573,-43.47340340801194,,,
Lapa,-12.214285714285714,-25.764399032745597,-49.719698611843846,,,
Laranja Da Terra,-10.0,-19.89437079789509,-41.06067256624188,,,
Laranjal,-16.90909090909091,-22.00198559140464,-44.29349449922752,,,
Laranjal Do Jari,-27.5,-0.7805462679248167,-52.53536634601295,,,
Lauro Muller,-8.75,-28.389311725662147,-49.40567106503882,,,
Lavinia,-18.75,-21.167415438025312,-51.043704121885526,,,
Lavras,-10.3375,-21.244906450985912,-44.998902040460536,,,
Lavras Da Mangabeira,-20.0,-6.753572603131509,-38.99100741638856,,,
Lavras Do Sul,-16.333333333333332,-30.811113686504893,-53.90074242177731,,,
Lavrinhas,-14.0,-22.559956967046563,-44.918165309211936,,,
Leandro Ferreira,-18.0,-19.717601976039926,-45.02483772207438,,,
Lebon Regis,,-26.933978848190492,-50.69007841556408,,,
Lencois,-15.0,-12.54580445019044,-41.382635860994036,,,
Leoberto Leal,7.0,-27.507510860169198,-49.28803373665389,,,
Leopoldina,-16.11764705882353,-21.529912884214866,-42.64082897829267,,,
Leopoldo De Bulhoes,-8.0,-16.619398610966368,-48.7517449118924,,,
Leopolis,-9.0,-23.079269903595492,-50.75015201417223,,,
Liberato Salzano,-21.0,-27.60004958791179,-53.07511328182429,,,
Liberdade,-17.333333333333332,-22.02641803489419,-44.31992295470075,,,
Lima Duarte,-14.833333333333334,-21.841732443797156,-43.8035202900461,,,
Limeira Do Oeste,-9.5,-19.548007488475967,-50.58060771131944,,,
Limoeiro,-10.0,-7.87709789250798,-35.447931733340575,,,
Limoeiro Do Norte,-12.818181818181818,-5.170513794291168,-38.10980206135395,,,
Lindoeste,-14.0,-25.26698663102543,-53.57302329308198,,,
Lindoia,-12.555555555555555,-22.523149755822278,-46.64608142059492,,,
Lindoia Do Sul,-16.0,-27.048556328531877,-52.08297158236855,,,
Lindolfo Collor,-14.0,-29.5984486904691,-51.20864576011889,,,
Linhares,-11.868683396356136,-19.390023227977718,-40.060328148770225,,,
Lins,-11.249771271729186,-21.676018291373293,-49.75489828227019,,,
Livramento,,-7.377136196543186,-36.94558760564521,,,
Livramento De Nossa Senhora,-15.8,-13.652157490878375,-41.84866906635209,,,
Lobato,-9.666666666666666,-23.009590766347586,-51.95179581401895,,,
Lontras,-12.333333333333334,-27.16999013681645,-49.539664420164975,,,
Loreto,-18.0,-7.0860177858199345,-45.13743265880804,,,
Lourdes,-9.0,-20.96526446439699,-50.22560815659851,,,
Lucas Do Rio Verde,-13.347826086956522,-13.06907870190206,-55.92174930293829,,,
Lucelia,-11.5,-21.72349305854318,-51.01911414153164,,,
Lucena,-4.0,-6.936983886347711,-34.86423852158912,,,
Lucianopolis,-21.0,-22.431167654385476,-49.52170756098803,,,
Luis Antonio,-13.857142857142858,-21.5542844649286,-47.701899895443006,,,
Luis Correia,-15.0,-2.8863477061391967,-41.650910718648305,,,
Luis Eduardo Magalhaes,-9.11111111111111,-12.089151568693278,-45.79249830871937,,,
Luisburgo,-13.0,-20.439751357259347,-42.103437539477405,,,
Luiziana,-15.0,-24.284288514974495,-52.2767681817877,,,
Luiziania,-18.0,-21.675548528689546,-50.328223159009674,,,
Luizlandia Do Oeste,-10.5,-17.22743476937534,-47.74096928519435,,,
Luminarias,-12.666666666666666,-21.511637288228187,-44.90321172275077,,,
Lunardelli,-14.5,-24.078303839543118,-51.74316972587674,,,
Lupercio,-16.0,-22.415009635623704,-49.817263365386445,,,
Lupionopolis,-12.5,-22.75487328866302,-51.6583038871947,,,
Lutecia,-10.0,-22.339451604392778,-50.392418293507006,,,
Luz,-14.5,-19.794341799860074,-45.68201889687068,,,
Luzilandia,-6.333333333333333,-3.46124657976558,-42.36980190720322,,,
Macaiba,-10.0,-5.856621101354401,-35.351197816985476,,,
Macambara,-15.0,-29.14756458736459,-56.06598847736811,,,
Macambira,6.0,-10.665507411686086,-37.541966200027076,,,
Macapa,-18.929870129870128,0.037677737285911915,-51.06721974727915,,,
Macaparana,-31.0,-7.553566799087967,-35.45070386402601,,,
Macau,-14.6,-5.114513044362301,-36.63155513145021,,,
Macaubal,-18.0,-20.80449505133417,-49.96373121913364,,,
Macaubas,-4.625,-13.020256822422606,-42.6925562310593,,,
Macedonia,-12.25,-20.146249894672952,-50.195675808873624,,,
Maceio,-8.562689197126463,-9.64438463383201,-35.71843493788252,,,
Machacalis,-13.5,-17.07707281692139,-40.718356870363586,,,
Machadinho,29.0,-27.567860111684137,-51.668006307550215,,,
Machadinho D'Oeste,-17.333333333333332,-9.429120639001798,-62.01020154730313,,,
Machado,-12.80952380952381,-21.680632756906842,-45.92039473748944,,,
Machados,-17.0,-7.686007786758421,-35.51540382829989,,,
Macieira,-8.0,-26.855407180080487,-51.37578670302245,,,
Macuco,-8.0,-21.98476686864408,-42.25244838242634,,,
Macuco De Minas,-11.0,-21.01875727918383,-44.607784769648184,,,
Madalena,-11.0,-4.839586143543085,-39.562180535227164,,,
Madre De Deus,-10.142857142857142,-12.742075539787093,-38.614945656226304,,,
Madre De Deus De Minas,-7.666666666666667,-21.483223510338885,-44.33156911988738,,,
Mae D'Agua,-14.0,-7.244857649640924,-37.41807066724696,,,
Mae Do Rio,-14.0,-2.0458680020122517,-47.55657312092012,,,
Mafra,-14.6,-26.12534299686591,-49.81157494911556,,,
Magalhaes De Almeida,-9.0,-3.3953168909890556,-42.20515818700893,,,
Magda,-21.0,-20.645675258453817,-50.22337353249375,,,
Maiquinique,-16.0,-15.62552359210591,-40.26376458018532,,,
Mairi,-19.5,-11.710513001876079,-40.149550574164955,,,
Mairipotaba,,-17.297301426609756,-49.492303397075744,,,
Major Vieira,-20.666666666666668,-26.36613518104489,-50.32698421000418,,,
Malacacheta,-8.571428571428571,-17.847709721333512,-42.08119493488043,,,
Malhador,-14.0,-10.65869208164417,-37.30734367711496,,,
Mallet,-16.166666666666668,-25.883947859110776,-50.82647124533374,,,
Mambai,-13.0,-14.494293849719472,-46.11190201897048,,,
Mambore,-13.5,-24.31438808298877,-52.529397223568225,,,
Mamonas,-7.0,-15.047680766944374,-42.9518773445246,,,
Manaira,-18.0,-7.719118429505206,-38.175995436599386,,,
Manduri,-16.0,-23.00580942699717,-49.318502384881626,,,
Manfrinopolis,-6.0,-26.144615313003204,-53.309888191203555,,,
Manga,-12.0,-14.752912306578008,-43.940598836152134,,,
Mangaratiba,-10.083333333333334,-22.949281354174854,-44.01433893111172,,,
Mangueirinha,-11.625,-25.940246009625948,-52.1766430132493,,,
Manhuacu,-14.34375,-20.252989171039836,-42.04080968653553,,,
Manhumirim,-12.25,-20.35678948489691,-41.956770610537966,,,
Manoel Ribas,-10.5,-24.51948449196472,-51.67070263759491,,,
